method,alpha_true,parameters,alpha_rec,r2,accepted,checkpoint_path,checkpoint_hash,checkpoint_file_sha256,model_class,model_architecture,model_parameter_count,profile,seed,device,train_source_ids,validation_source_ids,test_source_ids,execution_device
sindy,0.1,4,0.001785517926766832,0.004934118389847179,False,checkpoints/synthetic_baseline_sindy_alpha0.1_seed2.pt,6cbf0add8ee725fe30a30c847abccf9e17ff01e0066b6b2f335ef16e98594a90,6cbf0add8ee725fe30a30c847abccf9e17ff01e0066b6b2f335ef16e98594a90,serialized_payload,,,final,2,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
vanilla_lstm,0.1,361,0.10910949313184821,0.9594316652345855,True,checkpoints/synthetic_baseline_vanilla_lstm_alpha0.1_seed2.pt,75efc270c4c574a78ad98a1fa95ae0901c9e681797461d4d4a263607b30637df,4eb7df6a7cbaf34f1cd0826f60a165aadb9b98f36757f1ad66b5a9afc32c382c,VanillaLSTM,"{""class"": ""VanillaLSTM"", ""hidden_size"": 8, ""input_size"": 1, ""num_layers"": 1, ""parameters"": 361}",361,final,2,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
mlp,0.15,1153,0.002678301042747454,0.00493411838984729,False,checkpoints/synthetic_baseline_mlp_alpha0.15_seed0.pt,0d868e6d784490735d901711b87b480e57250257cbdb01fafde38850f01803f9,2d6c2879bd8e155ed80ea8cec762fef76c110ba9c9e6aa10014811cca0efd6fc,StaticMLP,"{""class"": ""StaticMLP"", ""linear_widths"": [1, 32, 32, 1], ""parameters"": 1153}",1153,final,0,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
pikan,0.15,64,0.002255913666077449,0.004934118389846994,False,checkpoints/synthetic_baseline_pikan_alpha0.15_seed0.pt,d9c2f4090342ab06d7d64a29b86ac0fb5f824c50231355ffcd5d7ee8f5a7159e,36f70257b3b0add23083ed8ac77a0ed22aaca4b7ad8df41ab00d4b923a5fd90a,PIKAN,"{""chebyshev_degree"": 3, ""chebyshev_widths"": [1, 8, 1], ""class"": ""PIKAN"", ""parameters"": 64}",64,final,0,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
sindy,0.15,4,0.002678276882264541,0.004934118389847105,False,checkpoints/synthetic_baseline_sindy_alpha0.15_seed0.pt,35160193bc007337c4e2bd48c36bfe81080363aca00be02e0920326f8ab1d561,35160193bc007337c4e2bd48c36bfe81080363aca00be02e0920326f8ab1d561,serialized_payload,,,final,0,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
vanilla_lstm,0.15,361,0.14719847913481998,0.882501705303209,True,checkpoints/synthetic_baseline_vanilla_lstm_alpha0.15_seed0.pt,1365ec4c92420ae6c37e65ce0ab9a853f3f5e4830d7d7f90398c1dd0205916fc,b370910bf90bc1fb07c33c2de2f74b4889c2adc0b5b1afdd616f0fe00f7c648c,VanillaLSTM,"{""class"": ""VanillaLSTM"", ""hidden_size"": 8, ""input_size"": 1, ""num_layers"": 1, ""parameters"": 361}",361,final,0,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
mlp,0.15,1153,0.0026780082424185305,0.004934118389847068,False,checkpoints/synthetic_baseline_mlp_alpha0.15_seed1.pt,6e0e292cf0841a7f75243c45212db4dc85bf24c781b475b582f215a549b7d075,484f562f23e31b8850e48c507957824a809c8e88ed13dae5408044fa6e1da3f5,StaticMLP,"{""class"": ""StaticMLP"", ""linear_widths"": [1, 32, 32, 1], ""parameters"": 1153}",1153,final,1,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
pikan,0.15,64,0.0026689238947877982,0.004934118389847068,False,checkpoints/synthetic_baseline_pikan_alpha0.15_seed1.pt,cd00272fdbb78f35c3a4cb8afd582302a31a7120e10e0344d9b027f1875d3d25,084f2616bc129ebe0aadf63dd96be217c4fe68a91ff475245f135df99ca87c91,PIKAN,"{""chebyshev_degree"": 3, ""chebyshev_widths"": [1, 8, 1], ""class"": ""PIKAN"", ""parameters"": 64}",64,final,1,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
sindy,0.15,4,0.002678276882264541,0.004934118389847105,False,checkpoints/synthetic_baseline_sindy_alpha0.15_seed1.pt,6a3c1bdaa5274c67bb32fbede34604fd3a630c7adb01c1dec73043ae34b5fd1e,6a3c1bdaa5274c67bb32fbede34604fd3a630c7adb01c1dec73043ae34b5fd1e,serialized_payload,,,final,1,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
vanilla_lstm,0.15,361,0.14348725525904205,0.8761294918421042,True,checkpoints/synthetic_baseline_vanilla_lstm_alpha0.15_seed1.pt,b8c890509b4c0b28d9f8d173ebcfdffc1125f43017afb3f56168a93210c06405,38482b810596c2a65b2ab03b2cfc14a5889eb3c9f4cd265bd36d73b38da58fc0,VanillaLSTM,"{""class"": ""VanillaLSTM"", ""hidden_size"": 8, ""input_size"": 1, ""num_layers"": 1, ""parameters"": 361}",361,final,1,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
mlp,0.15,1153,0.002678291959172877,0.004934118389847105,False,checkpoints/synthetic_baseline_mlp_alpha0.15_seed2.pt,fef74221a3ffa7d9e9ad7a10ed0b589653e76f0d71aaa94c84a95736baaeeb36,82ffeee10d12cb3b21b49c2a9023e322100b299dd7ff4e10880639f52fe55817,StaticMLP,"{""class"": ""StaticMLP"", ""linear_widths"": [1, 32, 32, 1], ""parameters"": 1153}",1153,final,2,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
pikan,0.15,64,0.0026764286667827074,0.004934118389847438,False,checkpoints/synthetic_baseline_pikan_alpha0.15_seed2.pt,db48cee684385a3335e6de4004ca3072cc61d69f41b1360fd1be2797de3dfd96,88e72b1fc8d128bcfa051780346ab722392ebe9e047edc9aa9f33114c37f2359,PIKAN,"{""chebyshev_degree"": 3, ""chebyshev_widths"": [1, 8, 1], ""class"": ""PIKAN"", ""parameters"": 64}",64,final,2,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
sindy,0.15,4,0.002678276882264541,0.004934118389847105,False,checkpoints/synthetic_baseline_sindy_alpha0.15_seed2.pt,dd40340de3f55e31968b9c2f719d619736c150354f0d5ad68e7cd645e7cf7566,dd40340de3f55e31968b9c2f719d619736c150354f0d5ad68e7cd645e7cf7566,serialized_payload,,,final,2,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
vanilla_lstm,0.15,361,0.16300208861346743,0.9437789231617115,True,checkpoints/synthetic_baseline_vanilla_lstm_alpha0.15_seed2.pt,339ac31d2e203ee2c97b72f4734d40f19cbac6151f005c53e40bbe56960d2df4,7cbd92ba3b169e9a2b0e72d37f97f1acb3f3ead43196f68eb52c48d7c8d6c594,VanillaLSTM,"{""class"": ""VanillaLSTM"", ""hidden_size"": 8, ""input_size"": 1, ""num_layers"": 1, ""parameters"": 361}",361,final,2,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
mlp,0.2,1153,0.0035619386136056443,0.004934118389847142,False,checkpoints/synthetic_baseline_mlp_alpha0.2_seed0.pt,6f40482a85db79e6a588459267a6de0726db7eb560d26392f1c27b2a9cdcec87,5a627b5b2fdd1ed991fb3fcce46d966c40e1a77f43dbb6f51e1c2294b38ddf3c,StaticMLP,"{""class"": ""StaticMLP"", ""linear_widths"": [1, 32, 32, 1], ""parameters"": 1153}",1153,final,0,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
pikan,0.2,64,0.0023291858371010904,0.004934118389847327,False,checkpoints/synthetic_baseline_pikan_alpha0.2_seed0.pt,977fa3d7399f13648339fe083b95008dedb24854cd08c929f912bc93ca846653,ecdc108f165b58643e888e9c8151cfeb9701e040edc93d4fb1ae213504005045,PIKAN,"{""chebyshev_degree"": 3, ""chebyshev_widths"": [1, 8, 1], ""class"": ""PIKAN"", ""parameters"": 64}",64,final,0,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
sindy,0.2,4,0.003571035853533664,0.004934118389847179,False,checkpoints/synthetic_baseline_sindy_alpha0.2_seed0.pt,741945f88fbe317fa3a883f9420db48ba357ccbe53711e7f686490e38df7f74d,741945f88fbe317fa3a883f9420db48ba357ccbe53711e7f686490e38df7f74d,serialized_payload,,,final,0,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
vanilla_lstm,0.2,361,0.023623081518182067,0.1442618695047105,False,checkpoints/synthetic_baseline_vanilla_lstm_alpha0.2_seed0.pt,1e63224773b9167f4c33fac64cf01e2b85187706fcf0947ada0fba5d7f53410c,36853034aeef0fe1d9d0c9b6c34185fda2438e6d3978c7e7103ca08c7b03431a,VanillaLSTM,"{""class"": ""VanillaLSTM"", ""hidden_size"": 8, ""input_size"": 1, ""num_layers"": 1, ""parameters"": 361}",361,final,0,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
mlp,0.2,1153,0.0035401925361076953,0.004934118389847031,False,checkpoints/synthetic_baseline_mlp_alpha0.2_seed1.pt,c94cd680409eaa5dc6afdef127afcac7f5c1e4187d3065ea1be7bbd82e065dc1,e5a226917bcbc4a715358284de1c08e153cc97950ddd9c7e0a095ba242b73003,StaticMLP,"{""class"": ""StaticMLP"", ""linear_widths"": [1, 32, 32, 1], ""parameters"": 1153}",1153,final,1,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
pikan,0.2,64,0.003199309174956245,0.004934118389847031,False,checkpoints/synthetic_baseline_pikan_alpha0.2_seed1.pt,054eb93a8b018af3f22d322f498b21a18566010c627ed9434857750638a5c99b,5558f3bc786c8a0b959015e14e9fd0104790d36da2bb1c59994b99f4390eef07,PIKAN,"{""chebyshev_degree"": 3, ""chebyshev_widths"": [1, 8, 1], ""class"": ""PIKAN"", ""parameters"": 64}",64,final,1,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
sindy,0.2,4,0.003571035853533664,0.004934118389847179,False,checkpoints/synthetic_baseline_sindy_alpha0.2_seed1.pt,a7d3e71b6c608a76d7600c45c6b926fea7b020bfe282491fa05acc26f52da122,a7d3e71b6c608a76d7600c45c6b926fea7b020bfe282491fa05acc26f52da122,serialized_payload,,,final,1,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
vanilla_lstm,0.2,361,0.17046659319329738,0.8562379777503377,True,checkpoints/synthetic_baseline_vanilla_lstm_alpha0.2_seed1.pt,1aa8c8f6c8b0dc8d2ca8f4b017788fe46b0eeac575295cf98f596aa9f348e766,3cd8b91aae119d4a7798496c843838099af8234fc5e4b8daf59cb14e579a7248,VanillaLSTM,"{""class"": ""VanillaLSTM"", ""hidden_size"": 8, ""input_size"": 1, ""num_layers"": 1, ""parameters"": 361}",361,final,1,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
mlp,0.2,1153,0.00355802339970251,0.004934118389847216,False,checkpoints/synthetic_baseline_mlp_alpha0.2_seed2.pt,6340bcce91d075f4d9ff3640b0cf3090e9b356a9468d9d9ba88c632b94a0bc36,276949569b3f0f1e2c66347242160f9b6ce71cf2dcd2947853a9c376fca66b5d,StaticMLP,"{""class"": ""StaticMLP"", ""linear_widths"": [1, 32, 32, 1], ""parameters"": 1153}",1153,final,2,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
pikan,0.2,64,0.0034636806212466364,0.004934118389847179,False,checkpoints/synthetic_baseline_pikan_alpha0.2_seed2.pt,2bdd1f93fbad406d5e3db6bdd01fe78ccf9c9600a0d4d1dc7f05fcf0181b6661,a4c550129ed92653e4d099a20c50231ca5ce53d92fcc48ee119bc9bff54484f9,PIKAN,"{""chebyshev_degree"": 3, ""chebyshev_widths"": [1, 8, 1], ""class"": ""PIKAN"", ""parameters"": 64}",64,final,2,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
sindy,0.2,4,0.003571035853533664,0.004934118389847179,False,checkpoints/synthetic_baseline_sindy_alpha0.2_seed2.pt,08c882b390bde09c82a0c2cd550c82fcc0a118b5d7867974ced3586ac3b13ed8,08c882b390bde09c82a0c2cd550c82fcc0a118b5d7867974ced3586ac3b13ed8,serialized_payload,,,final,2,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
vanilla_lstm,0.2,361,0.18997107368563626,0.8779650471715366,True,checkpoints/synthetic_baseline_vanilla_lstm_alpha0.2_seed2.pt,084f0f6cf2cf3a926791fa6f718d5a43e54fb27c9e45ff4a4e543f67913f0dcc,f28f451221eb6c140092318d7b226fbd9a7f0cecb014b05b00045619e5815a1b,VanillaLSTM,"{""class"": ""VanillaLSTM"", ""hidden_size"": 8, ""input_size"": 1, ""num_layers"": 1, ""parameters"": 361}",361,final,2,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda
